biosample_id,strain,mlst,ribotype,npmA_presence,Composite_Tn,ICE_MGE_type,niche,host,host_disease,isolation_source,collection_year,collection_month,collection_day,continent,country,region,District,City,lab_contact,bioproject_id,run_id,study_id,contig_number,genome_length,N50,QC_assemblies,QC_reason
SAMEA110473665,SAT16-179,11,,,,,Human,Human,,Homo sapiens; human feces,2016,,,Europe,France,,,,saint-antoine hospital,PRJEB54703,ERR10039401,Courbin2022,77,4029514,145913,pass,
SAMEA110473604,SAT16-112,11,,,,,Human,Human,,Homo sapiens; human feces,2016,,,Europe,France,,,,saint-antoine hospital,PRJEB54703,ERR10039340,Courbin2022,65,4010198,141022,pass,
SAMN31426476,2022EL-00914,11,,npmA2,yes,ICE_v4,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR22020516,Gargis2023,76,4079793,163571,pass,
SAMEA112130436,cdifficile_38604,11,,,,,Human,Human,,Homo Sapiens; Stool,2021,4,5,Europe,Switzerland,,,,Lausanne University Hospital,PRJEB56399,ERR10483895,Filippidis2023,93,4053534,108211,pass,
SAMN32092645,2022EL-00990,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR22561339,Gargis2023,59,3847398,148881,pass,
SAMN32115919,2022EL-01050,11,,,,ICE_v1,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR22578160,Gargis2023,68,4155258,180594,pass,
SAMN34353000,2023EL-00177,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24286944,Gargis2023,67,3871218,152775,pass,
SAMN34421665,2023EL-00384,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24338457,Gargis2023,63,3846282,152818,pass,
SAMN34421661,2023EL-00380,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24338461,Gargis2023,59,3934482,163571,pass,
SAMN34421620,2023EL-00338,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24338506,Gargis2023,66,3876326,152818,pass,
SAMN34421580,2023EL-00296,11,,,,ICE_v1,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24338511,Gargis2023,64,4153270,165632,pass,
SAMN34421613,2023EL-00331,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24338514,Gargis2023,64,3874879,162796,pass,
SAMN34421609,2023EL-00327,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24338518,Gargis2023,62,3875749,180565,pass,
SAMN34409536,2023EL-00289,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24326456,Gargis2023,63,3876099,152818,pass,
SAMN34409532,2023EL-00285,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR24326460,Gargis2023,63,3875964,141007,pass,
SAMN32366346,"L,15.7104489",11,,,,,Human,Human,,Homo sapiens; feces,2016,,,Europe,Spain,,,,University of Wisconsin-Madison,PRJNA914992,SRR22862769,Olaitan2023,112,4059073,93882,pass,
SAMN32366334,"L,15.7104057",11,,,,,Human,Human,,Homo sapiens; feces,2014,,,Europe,United Kingdom,,,,University of Wisconsin-Madison,PRJNA914992,SRR22862783,Olaitan2023,100,4022774,93882,pass,
SAMN32366300,"L,13.7933876",11,,,,,Human,Human,,Homo sapiens; feces,2013,,,Europe,United Kingdom,,,,University of Wisconsin-Madison,PRJNA914992,SRR22862821,Olaitan2023,102,3900259,93878,pass,
SAMN32366130,MT2717,11,,,,,Human,Human,,Homo sapiens; feces,2014,11,,North America,United States,,,,University of Wisconsin-Madison,PRJNA914992,SRR22863031,Olaitan2023,91,3846796,108382,pass,
SAMN29256601,MMMOSAM:c856506d-aa02-4a37-9ada-a545937be9a8,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; clinical sample,2010,5,10,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA318370,SRR19789563,Stoesser2017,58,3954755,134081,pass,
SAMN29256752,MMMOSAM:404d0344-d8b5-4850-ba51-e5ed6ee03d97,11,,,,,Human,Human,,Homo sapiens; clinical sample,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA318370,SRR19789602,Stoesser2017,66,3913746,141020,pass,
SAMN29256703,MMMOSAM:686f524d-8947-4a60-9056-a0cef1c06448,11,,,,,Human,Human,,Homo sapiens; clinical sample,2006,10,19,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA318370,SRR19789693,Stoesser2017,174,3994077,51997,pass,
SAMN29256707,MMMOSAM:65f0277c-87ad-4044-96a0-a1baa0f8e3cf,11,,,,,Human,Human,,Homo sapiens; clinical sample,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA318370,SRR19789697,Stoesser2017,58,3916971,164625,pass,
SAMN29256784,MMMOSAM:2ab9cca3-8ee6-4ee1-8363-f88ca697ed2d,11,,,,,Human,Human,,Homo sapiens; clinical sample,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA318370,SRR19789718,Stoesser2017,69,3914742,152818,pass,
SAMN29256799,MMMOSAM:1e860987-e8af-4b2c-9bff-6274e34932a1,11,,,,,Human,Human,,Homo sapiens; clinical sample,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA318370,SRR19789733,Stoesser2017,91,3924524,92834,pass,
SAMN25516600,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17630973,Moore2022,44,3881791,210515,pass,
SAMN25516607,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2013,8,19,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631201,Moore2022,95,3943093,80298,pass,
SAMN25516611,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2016,1,11,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631205,Moore2022,92,3865517,133750,pass,
SAMN25516625,RT78,11,,,one_copy_IS30,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631219,Moore2022,53,3999746,186993,pass,
SAMN25516628,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631222,Moore2022,50,3882310,210515,pass,
SAMN25516644,RT78,11,,,one_copy_IS30,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631238,Moore2022,46,4001174,210515,pass,
SAMN25516650,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2013,8,19,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631244,Moore2022,83,3942707,88604,pass,
SAMN25516651,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631245,Moore2022,43,3851347,253729,pass,
SAMN25516667,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631261,Moore2022,95,3919715,113995,pass,
SAMN25516819,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631273,Moore2022,44,4035643,163472,pass,
SAMN25516835,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631289,Moore2022,51,3879793,181764,pass,
SAMN25516887,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2015,1,5,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631313,Moore2022,78,3923113,134125,pass,
SAMN25516892,RT78,11,,npmA2,yes,ICE_v2,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631318,Moore2022,48,3915894,211900,pass,
SAMN25516953,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631323,Moore2022,46,3877744,181671,pass,
SAMN25516972,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631342,Moore2022,52,3844261,187751,pass,
SAMN25516973,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631343,Moore2022,61,3960517,162796,pass,
SAMN25517035,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631349,Moore2022,95,3870770,101856,pass,
SAMN25517042,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631356,Moore2022,42,3859084,228552,pass,
SAMN25517057,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631371,Moore2022,44,3847147,187607,pass,
SAMN25516698,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631001,Moore2022,43,3846130,229540,pass,
SAMN25516701,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631379,Moore2022,52,3964375,194716,pass,
SAMN25516703,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631381,Moore2022,56,3961075,163571,pass,
SAMN25516705,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631383,Moore2022,48,4038160,187744,pass,
SAMN25516706,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631384,Moore2022,47,3899725,228402,pass,
SAMN25516712,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631390,Moore2022,43,3924776,229668,pass,
SAMN25516723,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631401,Moore2022,44,3880939,187765,pass,
SAMN25516791,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,2016,2,5,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631413,Moore2022,104,3958458,121383,pass,
SAMN25516797,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2016,1,6,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631419,Moore2022,95,3866416,127065,pass,
SAMN25516924,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631434,Moore2022,51,3941338,162797,pass,
SAMN25516938,RT78,11,,npmA2,yes,ICE_v2,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631448,Moore2022,46,3954092,229712,pass,
SAMN25516939,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631449,Moore2022,51,3871169,196074,pass,
SAMN25516940,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2015,3,6,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631450,Moore2022,70,3949677,147476,pass,
SAMN25516942,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631452,Moore2022,47,3954499,229752,pass,
SAMN25516949,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631459,Moore2022,53,3878078,163571,pass,
SAMN25517012,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2015,7,24,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631466,Moore2022,69,3903368,140877,pass,
SAMN25517015,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2013,8,19,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631469,Moore2022,95,3950662,87065,pass,
SAMN25517025,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2016,2,20,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631479,Moore2022,96,3871021,125595,pass,
SAMN25516732,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631007,Moore2022,53,3869429,163472,pass,
SAMN25516548,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631059,Moore2022,48,3893789,187607,pass,
SAMN25516549,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631060,Moore2022,50,3878108,187756,pass,
SAMN25516557,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2016,2,10,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631068,Moore2022,94,3874369,127065,pass,
SAMN25516569,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2016,1,20,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631080,Moore2022,96,3866881,127065,pass,
SAMN25516571,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631082,Moore2022,54,3852778,162884,pass,
SAMN25516757,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631100,Moore2022,108,3911946,88588,pass,
SAMN25516759,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,2015,11,8,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631102,Moore2022,129,3935997,72591,pass,
SAMN25516838,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631292,Moore2022,58,3876691,163472,pass,
SAMN25516854,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2015,1,18,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631141,Moore2022,71,3950329,133756,pass,
SAMN25516856,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631143,Moore2022,51,3962807,192864,pass,
SAMN25516857,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631144,Moore2022,47,3880317,187723,pass,
SAMN25516859,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631146,Moore2022,47,3871453,196074,pass,
SAMN25516860,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631147,Moore2022,56,3974504,195874,pass,
SAMN25516982,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631157,Moore2022,63,3924047,163571,pass,
SAMN25516984,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631159,Moore2022,44,3878337,228696,pass,
SAMN25516990,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631165,Moore2022,50,3930705,163571,pass,
SAMN25517000,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631175,Moore2022,54,3841336,162131,pass,
SAMN25516586,RT78,11,,npmA2,yes,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631097,Moore2022,52,3962612,181671,pass,
SAMN25516587,RT78,11,,,,,Human,Human,,Homo sapiens; Human infection,2016,2,12,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631182,Moore2022,97,3871382,127065,pass,
SAMN25516595,RT78,11,,,one_copy_IS30,ICE_v1,Human,Human,,Homo sapiens; Human infection,,,,Europe,United Kingdom,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA762697,SRR17631190,Moore2022,51,3997706,192864,pass,
SAMN19130031,HS-FS-000085,11,,,,,Human,Human,,Homo sapiens; feces,2016,10,26,North America,United States,Arizona,,,Northern Arizona University,PRJNA728705,SRR14526337,Williamson2023,45,3848355,229365,pass,
SAMN19130128,HS-FS-000171,11,,,,,Human,Human,,Homo sapiens; feces,2016,12,14,North America,United States,Arizona,,,Northern Arizona University,PRJNA728705,SRR14526233,Williamson2023,42,3922208,258586,pass,
SAMN17377960,MMMOSAM:c2a0c3df-1ff8-44bc-9590-31f32c0774d6,11,,,,,Human,Human,,Homo sapiens; clinical sample,2012,11,10,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480808,Moloney2021,70,3923454,146038,pass,
SAMN17377964,MMMOSAM:bbfcf8ba-03c7-4ca1-8689-e45de275f0bc,11,,,,,Human,Human,,Homo sapiens; clinical sample,2016,4,27,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480812,Moloney2021,69,3972981,140881,pass,
SAMN17377965,MMMOSAM:b8d9a6f1-6c80-48f7-a3d6-667788f8f16a,11,,,,,Human,Human,,Homo sapiens; clinical sample,2014,6,13,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480813,Moloney2021,117,3890657,128400,pass,
SAMN17377967,MMMOSAM:b3407dfe-fbc7-456c-b398-e823973279d6,11,,,,,Livestock,Pig,,Sus scrofa; Farm sample,2015,5,1,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480815,Moloney2021,126,3900777,70392,pass,
SAMN17377968,MMMOSAM:aa3157af-9b93-4a4e-8ca6-ed766dafa904,11,,,,,Human,Human,,Homo sapiens; clinical sample,2016,1,28,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480816,Moloney2021,69,3953309,163571,pass,
SAMN17377979,MMMOSAM:920d5e72-d8a8-4932-8c7c-4a092602bb48,11,,,,,Livestock,Pig,,Sus scrofa; Farm sample,2015,5,1,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480827,Moloney2021,139,3902302,59917,pass,
SAMN17377980,MMMOSAM:90f65240-9b96-4b4a-8274-ab52ed16bce1,11,,,,,Human,Human,,Homo sapiens; clinical sample,2016,8,8,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480828,Moloney2021,71,3954193,134157,pass,
SAMN17377981,MMMOSAM:90b310b6-c644-4d95-9b23-6fbe29de2142,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,12,10,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480829,Moloney2021,59,3874260,152818,pass,
SAMN17377984,MMMOSAM:8b495a7c-6334-4cb4-a619-a14dbf286c5a,11,,,,,Livestock,Pig,,Sus scrofa; Farm sample,2015,5,1,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480832,Moloney2021,176,3902022,52657,pass,
SAMN17377992,MMMOSAM:6984ed08-7fe3-49b0-9bec-d6664b8dba6a,11,,,,,Human,Human,,Homo sapiens; clinical sample,2016,2,6,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480840,Moloney2021,76,3952138,147432,pass,
SAMN17377993,MMMOSAM:5e80534f-882e-4535-a668-229df35f0a64,11,,,,,Human,Human,,Homo sapiens; clinical sample,2013,4,8,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480841,Moloney2021,89,3905915,90063,pass,
SAMN17377994,MMMOSAM:5d5a744c-b97a-4979-9696-79779f9daa67,11,,,,,Human,Human,,Homo sapiens; clinical sample,2012,12,22,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480842,Moloney2021,58,3920178,188924,pass,
SAMN17377998,MMMOSAM:54181a0d-8938-4e36-befb-62dd32f2b253,11,,,,,Human,Human,,Homo sapiens; clinical sample,2016,3,21,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480846,Moloney2021,114,3879184,73449,pass,
SAMN17377999,MMMOSAM:4fbf1ee4-be89-4843-aa16-0339f1e1ecd6,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,11,24,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480847,Moloney2021,96,3874056,101586,pass,
SAMN17378001,MMMOSAM:4be4d0f8-2c6e-4a92-b538-b4d90b09d3be,11,,,,,Human,Human,,Homo sapiens; clinical sample,2014,3,12,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480849,Moloney2021,77,3924126,141220,pass,
SAMN17378003,MMMOSAM:3ebe0444-7c09-4b58-8f04-de4ff00f0a8e,11,,,,,Human,Human,,Homo sapiens; clinical sample,2014,5,17,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480851,Moloney2021,82,3908589,147346,pass,
SAMN17378017,MMMOSAM:05723b78-499d-436e-890c-64413ec5bfc6,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,10,5,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480865,Moloney2021,80,3871528,134209,pass,
SAMN17377950,MMMOSAM:f5dce08e-c799-4c9b-90df-4c79c2362a24,11,,,,,Human,Human,,Homo sapiens; clinical sample,2013,12,10,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480871,Moloney2021,74,3921888,141022,pass,
SAMN17377952,MMMOSAM:f22a1fd5-f9b3-4d46-b920-cf8bcccd3846,11,,,,,Human,Human,,Homo sapiens; clinical sample,2016,1,22,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480873,Moloney2021,69,3875728,128501,pass,
SAMN17377956,MMMOSAM:d9a25aca-d9e8-4d31-b7e2-dc9212544fdb,11,,,,,Human,Human,,Homo sapiens; clinical sample,2014,6,19,Europe,Ireland,,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA692997,SRR13480877,Moloney2021,87,3869652,106226,pass,
SAMN35987594,2023EL-00669,11,,npmA2,yes,ICE_v4,Human,Human,,Homo sapiens; stool,2021,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR25024037,Gargis2023,72,4089278,162797,pass,
SAMN37183824,2023EL-00910,11,,,,,Human,Human,,Homo sapiens; stool,2021,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR25778853,Gargis2023,56,3871699,162796,pass,
SAMN37183764,2023EL-00847,11,,npmA2,yes,ICE_v4,Human,Human,,Homo sapiens; stool,2021,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR25778919,Gargis2023,72,4081069,162796,pass,
SAMEA1710423,B1_5,11,,,,,Livestock,Pig,Carriage,feces,2011,,,Europe,Netherlands,,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,77,3973216,125575,pass,
SAMEA1710479,078NET004,11,,,,,Human,Human,,,2007,,,Oceania,Australia,,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,77,3979010,125575,pass,
SAMEA1710525,"78,6",11,,,,,Human,Human,,,2008,,,Europe,United Kingdom,Lincolnshire,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,69,3871768,145643,pass,
SAMEA1710766,078LVP023,11,,,,,Human,Human,,,2011,,,Europe,United Kingdom,Liverpool,,,Wellcome Sanger Institute,PRJEB3012,,Knetsch2014,70,3949722,135537,pass,
